Sex,Age,Year,Month,Day,Street Number,Birthday,Name,Surname,City,Street,State,State Voted
Male,85,1935,8,3,87,1935-8-3,Aaron,Wright,Lakewood,Second,Colorado,Colorado
Female,34,1986,6,28,97,1986-6-28,Cheryl,Reese,Springfield,Eighth,Missouri,Kansas
Female,71,1949,9,11,60,1949-9-11,Marilyn,Sloan,Cleveland,First,Ohio,Ohio
Female,62,1958,9,27,68,1958-9-27,Janet,Velazquez,Cary,Pine,North Carolina,North Dakota
Female,71,1949,9,11,80,1949-9-11,Janet,Wilder,Toledo,Fifth,Ohio,Arkansas
Female,46,1974,2,27,4,1974-2-27,Virginia,Vincent,Baltimore,Lake,Maryland,Maryland
Female,80,1940,7,9,57,1940-7-9,Joyce,Scott,Midland,View,Texas,Texas
Female,24,1996,9,25,8,1996-9-25,Marilyn,Weaver,Phoenix,First,Arizona,Arizona
Male,47,1973,4,2,42,1973-4-2,Charles,Kane,Milwaukee,Oak,Wisconsin,Wisconsin
Male,80,1940,3,6,30,1940-3-6,Edward,Chase,Gilbert,Maple,Arizona,Arizona
Male,55,1965,12,16,29,1965-12-16,Ryan,Cook,Sioux Falls,Third,South Dakota,South Dakota
Male,24,1996,2,10,60,1996-2-10,Randy,Fry,Colorado Springs,Third,Colorado,Colorado
Female,35,1985,5,14,80,1985-5-14,Kathryn,Travis,Amarillo,Second,Texas,Texas
Male,78,1942,4,11,19,1942-4-11,Gregory,Trujillo,Grand Rapids,Oak,Michigan,Michigan
Male,25,1995,9,8,87,1995-9-8,Christopher,Jacobs,Bakersfield,Park,California,California
Female,78,1942,7,16,1,1942-7-16,Pamela,Head,Providence,Third,Rhode Island,Rhode Island
Male,69,1951,6,15,32,1951-6-15,Stephen,Sharp,Vancouver,Main,Washington,Washington
Male,52,1968,9,23,22,1968-9-23,Thomas,Newton,Las Vegas,Ninth,Nevada,Tennessee
Female,90,1930,1,9,39,1930-1-9,Debra,Marsh,Hayward,Maple,California,California
Female,42,1978,6,14,8,1978-6-14,Marie,Bentley,Richmond,Washington,Virginia,Virginia
Male,29,1991,4,24,2,1991-4-24,George,Mercado,Enterprise,Elm,Nevada,Nevada
Female,71,1949,9,24,100,1949-9-24,Helen,Dominguez,Enterprise,Lake,Nevada,Indiana
Male,39,1981,3,20,21,1981-3-20,Daniel,Bauer,Chandler,Main,Arizona,Arizona
Female,83,1937,7,31,42,1937-7-31,Natalie,Snider,Amarillo,Hill,Texas,Texas
Female,59,1961,6,9,94,1961-6-9,Cheryl,Allen,Raleigh,Third,North Carolina,North Carolina
Female,45,1975,1,22,59,1975-1-22,Jacqueline,Ramos,Los Angeles,Eighth,California,California
Male,33,1987,1,9,6,1987-1-9,Charles,Vasquez,McKinney,Hill,Texas,Texas
Female,85,1935,9,28,86,1935-9-28,Nicole,Miller,Anchorage,Second,Alaska,Alaska
Female,45,1975,2,23,1,1975-2-23,Teresa,Mcmahon,Lubbock,Hill,Texas,Texas
Male,21,1999,2,10,36,1999-2-10,Eugene,Briggs,San Juan,Park,Puerto Rico,Puerto Rico
Female,45,1975,11,4,14,1975-11-4,Sophia,Rowland,Rockford,Washington,Illinois,Illinois
Male,51,1969,10,30,58,1969-10-30,Jose,Obrien,Chula Vista,Second,California,Texas
Female,82,1938,10,18,15,1938-10-18,Judith,Chan,Las Vegas,Washington,Nevada,Nevada
Female,21,1999,12,4,54,1999-12-4,Megan,Skinner,Fayetteville,Washington,North Carolina,North Carolina
Male,71,1949,12,5,27,1949-12-5,Christian,Sparks,Paradise,Lake,Nevada,Nevada
Female,21,1999,4,8,98,1999-4-8,Danielle,Dudley,Eugene,Fifth,Oregon,Oregon
Male,48,1972,6,7,52,1972-6-7,Dennis,Farmer,San Jose,Hill,California,California
Female,47,1973,1,10,97,1973-1-10,Alexis,Madden,Bridgeport,Park,Connecticut,Connecticut
Female,88,1932,6,18,70,1932-6-18,Megan,Glenn,Minneapolis,Pine,Minnesota,Minnesota
Male,83,1937,5,14,12,1937-5-14,Philip,Maynard,San Jose,Sixth,California,Louisiana
Female,23,1997,11,16,17,1997-11-16,Susan,Santos,Augusta,Pine,Georgia,Georgia
Male,29,1991,6,19,87,1991-6-19,Harold,Bauer,Springfield,Cedar,Missouri,Missouri
Female,90,1930,8,4,26,1930-8-4,Julie,Luna,Bayamon,First,Puerto Rico,Puerto Rico
Male,70,1950,10,15,90,1950-10-15,Billy,Hudson,Toledo,Pine,Ohio,Ohio
Female,87,1933,11,20,88,1933-11-20,Susan,Patrick,Los Angeles,Washington,California,Maine
Male,85,1935,9,28,7,1935-9-28,Douglas,Rosario,Newport News,Sixth,Virginia,Virginia
Male,28,1992,12,14,47,1992-12-14,William,Berger,Tulsa,Fourth,Oklahoma,Oklahoma
Male,57,1963,9,23,69,1963-9-23,Justin,Bernard,Minneapolis,Park,Minnesota,Minnesota
Female,30,1990,9,21,3,1990-9-21,Denise,Conway,Bridgeport,Fourth,Connecticut,Connecticut
Male,75,1945,3,5,57,1945-3-5,Kyle,Luna,Rockford,Sixth,Illinois,Illinois
Male,24,1996,2,26,22,1996-2-26,Brian,Joyner,Enterprise,Cedar,Nevada,Nevada
Female,34,1986,2,13,61,1986-2-13,Jean,Suarez,New York City,Park,New York,New York
Female,72,1948,2,13,41,1948-2-13,Jennifer,Jordan,Cape Coral,Hill,Florida,Florida
Male,71,1949,9,11,6,1949-9-11,Brian,Briggs,Chicago,Cedar,Illinois,Illinois
Female,39,1981,7,15,95,1981-7-15,Judith,Mercado,Detroit,Cedar,Michigan,Michigan
Male,85,1935,12,12,43,1935-12-12,Dylan,Stark,Anchorage,Elm,Alaska,Alaska
Male,32,1988,7,4,50,1988-7-4,Ryan,Stout,Fort Wayne,Eighth,Indiana,Indiana
Male,51,1969,11,2,21,1969-11-2,Nicholas,Meyers,Hayward,View,California,California
Male,77,1943,11,11,17,1943-11-11,Thomas,Wynn,Hayward,Maple,California,California
Male,90,1930,9,12,73,1930-9-12,Thomas,Lindsay,Minneapolis,Fourth,Minnesota,Maine
Female,72,1948,5,10,86,1948-5-10,Natalie,Ware,Colorado Springs,Hill,Colorado,Montana
Female,72,1948,8,17,2,1948-8-17,Linda,Berry,Fayetteville,Ninth,North Carolina,Massachusetts
Female,26,1994,7,23,12,1994-7-23,Nancy,Burris,Oxnard,Main,California,California
Male,65,1955,3,1,54,1955-3-1,Kevin,Jordan,Albuquerque,Park,New Mexico,New Mexico
Female,63,1957,9,6,77,1957-9-6,Sarah,Alford,Cary,First,North Carolina,North Carolina
Female,70,1950,7,19,10,1950-7-19,Kathleen,Hinton,Aurora,First,Colorado,Colorado
Male,21,1999,8,8,29,1999-8-8,Jeremy,Ewing,Stockton,Maple,California,California
Female,59,1961,5,27,80,1961-5-27,Mary,Floyd,Killeen,Third,Texas,Texas
Male,30,1990,4,1,90,1990-4-1,Samuel,Dejesus,Portland,Washington,Oregon,Oregon
Female,53,1967,7,29,5,1967-7-29,Amber,Figueroa,Spokane,Park,Washington,Washington
Male,44,1976,11,2,16,1976-11-2,Dennis,Delaney,Miramar,Ninth,Florida,Florida
Female,45,1975,8,26,4,1975-8-26,Rachel,Preston,Arlington,Oak,Texas,Texas
Female,86,1934,7,22,42,1934-7-22,Marilyn,Delaney,Norfolk,Hill,Virginia,Virginia
Female,68,1952,11,13,34,1952-11-13,Martha,Foley,Fort Collins,Hill,Colorado,Colorado
Female,58,1962,1,6,74,1962-1-6,Kelly,Kerr,Fort Wayne,Sixth,Indiana,Indiana
Male,67,1953,10,4,40,1953-10-4,Christian,Ortiz,Newport News,Park,Virginia,Idaho
Female,60,1960,7,25,17,1960-7-25,Brenda,Espinoza,Overland Park,Second,Kansas,Kansas
Male,59,1961,3,16,39,1961-3-16,Christopher,Ramsey,Tampa,Fourth,Florida,Oklahoma
Female,46,1974,1,12,1,1974-1-12,Linda,Lloyd,Thornton,Seventh,Colorado,Colorado
Female,86,1934,6,30,25,1934-6-30,Beverly,Rasmussen,Knoxville,Park,Tennessee,Tennessee
Male,50,1970,8,23,44,1970-8-23,James,Watkins,Amarillo,Eighth,Texas,Texas
Male,46,1974,9,15,58,1974-9-15,David,Burch,Akron,Park,Ohio,Ohio
Female,31,1989,8,7,99,1989-8-7,Danielle,Dickerson,Lexington,Eighth,Kentucky,Kentucky
Male,22,1998,12,5,73,1998-12-5,Austin,Frost,Anaheim,View,California,California
Female,52,1968,8,24,12,1968-8-24,Ashley,Howard,Surprise,Seventh,Arizona,Arizona
Female,83,1937,8,20,96,1937-8-20,Gloria,Tate,Pasadena,Cedar,Texas,Texas
Female,57,1963,1,12,92,1963-1-12,Linda,Nixon,Philadelphia,Third,Pennsylvania,Pennsylvania
Male,89,1931,4,23,6,1931-4-23,Philip,Marshall,Amarillo,Third,Texas,Texas
Female,84,1936,2,14,16,1936-2-14,Kimberly,Chapman,Albuquerque,Seventh,New Mexico,New Mexico
Female,42,1978,12,22,99,1978-12-22,Karen,Sherman,Salem,Oak,Oregon,Oregon
Male,61,1959,6,6,25,1959-6-6,George,Rivas,Murfreesboro,Park,Tennessee,Tennessee
Female,50,1970,4,9,5,1970-4-9,Shirley,Mcpherson,Mesa,Fifth,Arizona,Arizona
Male,56,1964,1,1,75,1964-1-1,Alan,Albert,Fresno,Maple,California,California
Male,48,1972,10,6,95,1972-10-6,Jeffrey,Gardner,Chicago,Eighth,Illinois,Illinois
Male,44,1976,7,26,44,1976-7-26,Brian,Elliott,Providence,Sixth,Rhode Island,Rhode Island
Female,52,1968,8,31,20,1968-8-31,Janet,Smith,St. Louis,Maple,Missouri,Missouri
Female,82,1938,7,17,63,1938-7-17,Mary,Shelton,Nashville,Elm,Tennessee,Tennessee
Male,77,1943,6,2,61,1943-6-2,Zachary,Henderson,Las Vegas,Park,Nevada,Nevada
Female,55,1965,8,12,16,1965-8-12,Martha,Bean,Minneapolis,Fifth,Minnesota,Minnesota
Female,40,1980,1,17,73,1980-1-17,Helen,Mclaughlin,Fort Lauderdale,Fourth,Florida,Florida
Female,81,1939,9,10,8,1939-9-10,Dorothy,Diaz,Denver,Park,Colorado,Colorado
Female,87,1933,10,5,60,1933-10-5,Judith,Soto,Cleveland,Fourth,Ohio,Ohio
Male,64,1956,9,30,58,1956-9-30,Ryan,Bowers,Pomona,Cedar,California,California
Female,31,1989,11,11,65,1989-11-11,Angela,Garrison,Rochester,Cedar,New York,New York
Male,60,1960,1,26,98,1960-1-26,Aaron,Strong,Chicago,Lake,Illinois,Illinois
Female,64,1956,9,18,54,1956-9-18,Andrea,Porter,Philadelphia,Third,Pennsylvania,Pennsylvania
Female,80,1940,9,18,49,1940-9-18,Rebecca,Tran,Seattle,View,Washington,Washington
Male,70,1950,3,27,91,1950-3-27,Jose,Gallagher,San Diego,Fifth,California,California
Female,27,1993,7,7,99,1993-7-7,Virginia,Schneider,Hialeah,Washington,Florida,Florida
Female,57,1963,9,12,26,1963-9-12,Jennifer,Vang,Shreveport,First,Louisiana,Louisiana
Female,31,1989,3,30,10,1989-3-30,Melissa,Velasquez,Escondido,Ninth,California,California
Male,32,1988,11,14,76,1988-11-14,Justin,Gallagher,Waco,Ninth,Texas,Texas
Male,25,1995,7,15,20,1995-7-15,Benjamin,Dillard,Pembroke Pines,Maple,Florida,Florida
Male,27,1993,5,27,40,1993-5-27,Roger,Stuart,Sioux Falls,Hill,South Dakota,South Dakota
Female,35,1985,2,4,31,1985-2-4,Gloria,Conway,Virginia Beach,Washington,Virginia,Virginia
Female,84,1936,1,9,24,1936-1-9,Kelly,Dale,Gilbert,Fourth,Arizona,Arizona
Female,40,1980,8,24,60,1980-8-24,Carol,Cochran,Lubbock,Washington,Texas,Texas
Female,49,1971,1,19,86,1971-1-19,Nicole,Castaneda,Chattanooga,Sixth,Tennessee,Tennessee
Male,79,1941,2,10,65,1941-2-10,Vincent,Clay,Overland Park,Second,Kansas,Kansas
Male,36,1984,5,30,79,1984-5-30,Henry,Fitzgerald,Newport News,Fifth,Virginia,Virginia
Male,38,1982,5,13,33,1982-5-13,Stephen,Langley,Modesto,Second,California,California
Female,81,1939,9,12,25,1939-9-12,Brittany,Ramos,Salt Lake City,Park,Utah,Utah
Female,30,1990,12,16,33,1990-12-16,Judy,Bradshaw,Phoenix,Elm,Arizona,Arizona
Male,48,1972,7,17,6,1972-7-17,Scott,Fulton,Rancho Cucamonga,Maple,California,California
Male,59,1961,7,20,88,1961-7-20,Jason,Fuller,Sunnyvale,Pine,California,California
Male,68,1952,7,13,91,1952-7-13,Edward,Mccarty,Pembroke Pines,Sixth,Florida,Florida
Male,47,1973,11,3,26,1973-11-3,Austin,Valentine,Thornton,Third,Colorado,Colorado
Female,74,1946,10,30,11,1946-10-30,Mary,Mcneil,Overland Park,Main,Kansas,Kansas
Female,19,2001,6,21,19,2001-6-21,Sandra,Phelps,Bayamon,Fifth,Puerto Rico,Puerto Rico
Female,85,1935,8,26,5,1935-8-26,Alice,Casey,Anaheim,First,California,California
Male,55,1965,3,30,54,1965-3-30,Nicholas,Heath,Thornton,Oak,Colorado,Colorado
Female,43,1977,11,1,60,1977-11-1,Nicole,Serrano,Olathe,Fourth,Kansas,Kansas
Male,86,1934,6,14,67,1934-6-14,Billy,Crosby,Denton,View,Texas,Texas
Male,24,1996,1,21,35,1996-1-21,Bobby,Bradley,Buffalo,Park,New York,New York
Female,66,1954,4,13,45,1954-4-13,Denise,Cobb,Baton Rouge,Fifth,Louisiana,Louisiana
Female,31,1989,4,2,27,1989-4-2,Janice,Mayo,Brownsville,Elm,Texas,Texas
Male,54,1966,4,26,14,1966-4-26,William,Cardenas,Fontana,Lake,California,California
Female,55,1965,5,23,62,1965-5-23,Frances,Lambert,Newark,Ninth,New Jersey,New Jersey
Male,74,1946,8,22,83,1946-8-22,Daniel,Edwards,Louisville,Seventh,Kentucky,Kentucky
Female,46,1974,6,12,14,1974-6-12,Joyce,Henson,Montgomery,Washington,Alabama,Florida
Male,24,1996,12,7,54,1996-12-7,Ralph,Berg,Lancaster,First,California,California
Female,63,1957,1,26,66,1957-1-26,Julie,Mendez,Honolulu,Lake,Hawaii,Hawaii
Female,21,1999,12,26,50,1999-12-26,Brittany,Ellison,Tucson,Hill,Arizona,Arizona
Male,52,1968,7,30,8,1968-7-30,Joshua,Bowman,Fresno,Washington,California,California
Male,28,1992,9,5,5,1992-9-5,Richard,Bolton,Henderson,Pine,Nevada,Nevada
Male,76,1944,6,21,50,1944-6-21,Walter,Mejia,Tallahassee,Main,Florida,Florida
Female,71,1949,4,10,84,1949-4-10,Diana,Lewis,Raleigh,First,North Carolina,North Carolina
Male,70,1950,7,29,8,1950-7-29,Gregory,Winters,Tampa,Elm,Florida,Florida
Male,51,1969,11,7,74,1969-11-7,Charles,Franks,Austin,Fifth,Texas,Texas
Female,68,1952,12,26,13,1952-12-26,Samantha,Hall,Louisville,Main,Kentucky,Kentucky
Female,50,1970,5,25,52,1970-5-25,Michelle,Frye,Metairie,Fourth,Louisiana,Louisiana
Female,49,1971,12,28,48,1971-12-28,Rose,Le,San Juan,Cedar,Puerto Rico,Puerto Rico
Male,39,1981,10,8,58,1981-10-8,Billy,Raymond,Tampa,First,Florida,Florida
Female,63,1957,11,30,42,1957-11-30,Amanda,Clarke,Atlanta,Seventh,Georgia,Georgia
Male,73,1947,4,19,14,1947-4-19,Donald,Dunn,Greensboro,Park,North Carolina,North Carolina
Female,84,1936,8,27,56,1936-8-27,Betty,Guerra,Des Moines,Sixth,Iowa,Iowa
Female,53,1967,6,4,67,1967-6-4,Hannah,Dennis,Glendale,Elm,Arizona,Arizona
Female,83,1937,12,27,86,1937-12-27,Angela,Beasley,Elk Grove,Hill,California,California
Female,38,1982,2,21,89,1982-2-21,Jacqueline,Cross,Los Angeles,Pine,California,California
Male,48,1972,10,25,45,1972-10-25,Matthew,Sanford,Waco,Ninth,Texas,Texas
Male,77,1943,9,18,8,1943-9-18,Joshua,Harrison,Irvine,Maple,California,California
Male,25,1995,3,8,90,1995-3-8,Frank,Hayden,Anchorage,Elm,Alaska,Alaska
Male,22,1998,8,7,58,1998-8-7,Juan,Ballard,Torrance,Third,California,California
Female,26,1994,7,27,75,1994-7-27,Ashley,Bauer,Fayetteville,Fifth,North Carolina,North Carolina
Female,78,1942,12,12,43,1942-12-12,Shirley,Barnett,San Antonio,Fifth,Texas,Texas
Male,39,1981,12,20,2,1981-12-20,Bryan,Fuentes,Henderson,Fourth,Nevada,Nevada
Female,66,1954,10,18,55,1954-10-18,Christina,Ayala,Akron,Fifth,Ohio,Ohio
Male,51,1969,6,15,82,1969-6-15,Ralph,Navarro,Grand Rapids,Lake,Michigan,Michigan
Female,90,1930,4,28,74,1930-4-28,Janice,Ratliff,Metairie,First,Louisiana,Louisiana
Male,89,1931,4,2,40,1931-4-2,Kenneth,Donaldson,Bayamon,Pine,Puerto Rico,Puerto Rico
Female,31,1989,6,9,38,1989-6-9,Kayla,Olson,Augusta,Fifth,Georgia,Georgia
Male,37,1983,9,30,30,1983-9-30,Logan,Gray,Stockton,Maple,California,California
Male,22,1998,12,6,16,1998-12-6,Jeremy,Crosby,Austin,Hill,Texas,Texas
Female,67,1953,5,20,75,1953-5-20,Frances,Avery,Gilbert,Pine,Arizona,Arizona
Male,23,1997,11,8,89,1997-11-8,Steven,Woodward,Virginia Beach,Fourth,Virginia,Virginia
Male,47,1973,3,25,18,1973-3-25,Harold,Strong,Cary,Main,North Carolina,North Carolina
Male,24,1996,5,2,20,1996-5-2,Jesse,Love,Akron,Main,Ohio,Ohio
Female,54,1966,12,17,59,1966-12-17,Abigail,Medina,Dallas,Ninth,Texas,Texas
Female,22,1998,8,22,37,1998-8-22,Amber,Sanchez,San Francisco,Cedar,California,Alaska
Male,73,1947,4,19,37,1947-4-19,Austin,Parks,Sioux Falls,Hill,South Dakota,South Dakota
Female,20,2000,3,1,9,2000-3-1,Andrea,Weaver,Laredo,Fourth,Texas,Texas
Male,50,1970,4,21,78,1970-4-21,Brian,Dixon,Los Angeles,Seventh,California,California
Female,83,1937,7,12,13,1937-7-12,Ann,Faulkner,Anchorage,View,Alaska,Alaska
Female,20,2000,4,21,18,2000-4-21,Julie,Hansen,New Orleans,First,Louisiana,Louisiana
Female,83,1937,2,10,41,1937-2-10,Amy,Cross,Henderson,Maple,Nevada,Nevada
Female,83,1937,11,4,74,1937-11-4,Hannah,Case,Los Angeles,Second,California,California
Male,36,1984,10,26,5,1984-10-26,Jeremy,Dunn,Bellevue,Ninth,Washington,Washington
Male,32,1988,3,31,43,1988-3-31,Jerry,Benton,Miami,Ninth,Florida,Florida
Male,38,1982,2,9,3,1982-2-9,Douglas,Francis,Port St. Lucie,Park,Florida,New Mexico
Female,55,1965,8,21,2,1965-8-21,Linda,Mayer,Riverside,Maple,California,California
Female,40,1980,11,4,59,1980-11-4,Hannah,Prince,Port St. Lucie,Elm,Florida,Florida
Male,57,1963,8,25,28,1963-8-25,Walter,Gomez,Chandler,Park,Arizona,Arizona
Male,53,1967,11,2,30,1967-11-2,Nathan,Bray,Tucson,Sixth,Arizona,Arizona
Female,73,1947,10,8,94,1947-10-8,Andrea,Hamilton,Oakland,Maple,California,California
Male,80,1940,6,21,39,1940-6-21,Jerry,Madden,Salinas,Oak,California,California
Female,37,1983,12,10,50,1983-12-10,Katherine,Oneill,Mobile,Sixth,Alabama,Alabama
Female,40,1980,1,22,47,1980-1-22,Joan,Lucas,Tucson,Elm,Arizona,Indiana
Female,63,1957,3,10,17,1957-3-10,Elizabeth,Mercer,Plano,Ninth,Texas,Texas
Female,52,1968,3,3,77,1968-3-3,Shirley,Russo,Washington,Oak,District of Columbia,District of Columbia
Male,45,1975,3,21,46,1975-3-21,David,Gross,Salem,Ninth,Oregon,Oregon
Male,43,1977,4,11,22,1977-4-11,Bryan,Leonard,Durham,Maple,North Carolina,North Carolina
Female,77,1943,5,15,97,1943-5-15,Sara,Cole,Alexandria,Second,Virginia,Virginia
Male,69,1951,7,10,45,1951-7-10,James,Alston,Fort Lauderdale,Washington,Florida,Florida
Female,40,1980,10,16,74,1980-10-16,Sarah,Marshall,Sacramento,Oak,California,California
Female,37,1983,9,29,96,1983-9-29,Debra,Combs,Des Moines,Sixth,Iowa,Iowa
Female,33,1987,4,20,60,1987-4-20,Denise,Stewart,Thornton,View,Colorado,Colorado
Male,76,1944,8,6,60,1944-8-6,Larry,Spears,Milwaukee,Hill,Wisconsin,Wisconsin
Male,83,1937,5,22,17,1937-5-22,Gerald,Hart,Toledo,Ninth,Ohio,Ohio
Female,90,1930,2,7,36,1930-2-7,Jacqueline,Blanchard,Plano,Park,Texas,Texas
Male,70,1950,8,16,19,1950-8-16,Kenneth,Elliott,Cincinnati,Park,Ohio,Ohio
Male,73,1947,10,27,42,1947-10-27,Eric,Mcdaniel,Murfreesboro,Oak,Tennessee,Tennessee
Male,38,1982,6,14,38,1982-6-14,Thomas,Combs,Indianapolis,Park,Indiana,Indiana
Male,19,2001,12,20,52,2001-12-20,Roy,Lucas,Boston,Elm,Massachusetts,Massachusetts
Female,88,1932,7,11,81,1932-7-11,Jacqueline,Sargent,Seattle,Fifth,Washington,Georgia
Male,65,1955,5,22,93,1955-5-22,Keith,Garrett,Macon County,Elm,Georgia,Georgia
Female,72,1948,12,30,12,1948-12-30,Heather,Lynn,Oceanside,Park,California,North Dakota
Male,58,1962,10,1,99,1962-10-1,Kevin,Ortega,Bayamon,Lake,Puerto Rico,Puerto Rico
Female,63,1957,4,16,3,1957-4-16,Mary,Lambert,Escondido,Main,California,California
Male,21,1999,6,24,96,1999-6-24,Andrew,Vaughn,San Diego,Fourth,California,California
Male,38,1982,8,4,70,1982-8-4,Kyle,Gordon,Tulsa,Ninth,Oklahoma,Oklahoma
Male,86,1934,8,27,41,1934-8-27,Kevin,Mosley,Fresno,Lake,California,South Dakota
Male,38,1982,9,27,52,1982-9-27,Jesse,Guerrero,Riverside,Pine,California,California
Female,80,1940,8,23,48,1940-8-23,Victoria,Mcbride,Aurora,Oak,Colorado,Colorado
Male,81,1939,4,27,75,1939-4-27,Jason,Goodwin,Norfolk,Eighth,Virginia,Kansas
Female,29,1991,2,16,17,1991-2-16,Lauren,Workman,Rancho Cucamonga,Maple,California,California
Male,38,1982,3,11,86,1982-3-11,Charles,Williamson,Plano,Oak,Texas,Texas
Female,65,1955,12,12,49,1955-12-12,Brittany,Ball,Fresno,Pine,California,California
Female,21,1999,7,19,58,1999-7-19,Judith,Oneil,Boise,Second,Idaho,Idaho
Male,85,1935,4,30,45,1935-4-30,Andrew,Larsen,Roseville,Third,California,California
Male,53,1967,6,5,56,1967-6-5,Philip,Alvarado,Thornton,Cedar,Colorado,Colorado
Female,28,1992,8,14,80,1992-8-14,Evelyn,Klein,Anaheim,Pine,California,California
Female,80,1940,6,6,90,1940-6-6,Laura,Cantrell,Peoria,Maple,Arizona,Arizona
Female,87,1933,10,21,35,1933-10-21,Samantha,Garza,Seattle,Sixth,Washington,Washington
Male,26,1994,12,9,100,1994-12-9,Albert,Meyer,Richmond,Pine,Virginia,Virginia
Female,71,1949,2,7,21,1949-2-7,Alice,Macias,Little Rock,Fourth,Arkansas,Arkansas
Female,41,1979,11,15,49,1979-11-15,Evelyn,Mcfadden,Corpus Christi,Sixth,Texas,Texas
Male,24,1996,1,10,27,1996-1-10,Philip,Webster,Newport News,Lake,Virginia,Virginia
Female,33,1987,10,20,49,1987-10-20,Diana,Mueller,Irving,Eighth,Texas,Texas
Female,35,1985,5,7,32,1985-5-7,Hannah,Pugh,Fremont,Cedar,California,California
Female,47,1973,11,30,77,1973-11-30,Ruth,Talley,Aurora,First,Colorado,Colorado
Female,25,1995,5,13,70,1995-5-13,Melissa,Benson,Henderson,Third,Nevada,Nevada
Male,82,1938,12,4,72,1938-12-4,Ryan,Freeman,Chula Vista,Fifth,California,California
Male,47,1973,6,14,26,1973-6-14,Kenneth,Klein,Winston-Salem,Maple,North Carolina,North Carolina
Female,61,1959,5,12,77,1959-5-12,Brenda,Mclean,Naperville,Second,Illinois,Illinois
Female,71,1949,7,2,26,1949-7-2,Linda,Brown,Corona,First,California,California
Male,37,1983,4,16,3,1983-4-16,Gerald,Henson,McKinney,Hill,Texas,Texas
Female,83,1937,12,21,71,1937-12-21,Alexis,Pennington,Jersey City,Maple,New Jersey,New Jersey
Male,66,1954,4,8,33,1954-4-8,Louis,Cooley,Enterprise,Hill,Nevada,Nevada
Female,24,1996,12,3,63,1996-12-3,Anna,Lamb,Louisville,Hill,Kentucky,Kentucky
Male,18,2002,8,6,42,2002-8-6,Justin,Evans,Birmingham,Main,Alabama,Alabama
Female,24,1996,10,10,88,1996-10-10,Dorothy,Shelton,Worcester,Sixth,Massachusetts,Massachusetts
Female,31,1989,1,20,70,1989-1-20,Cynthia,Hahn,Bayamon,Second,Puerto Rico,Puerto Rico
Male,77,1943,6,14,66,1943-6-14,James,Pena,Jersey City,Main,New Jersey,New Jersey
Male,82,1938,8,27,62,1938-8-27,Richard,Orr,Birmingham,Pine,Alabama,Alabama
Female,59,1961,10,14,6,1961-10-14,Helen,Foreman,Toledo,View,Ohio,Ohio
Female,81,1939,12,10,74,1939-12-10,Cheryl,Ellis,Irvine,Washington,California,California
Male,30,1990,1,17,43,1990-1-17,Willie,Snyder,Providence,Oak,Rhode Island,Rhode Island
Male,90,1930,6,3,97,1930-6-3,Gerald,Mcmahon,Rockford,Lake,Illinois,Illinois
Female,36,1984,5,21,45,1984-5-21,Olivia,Travis,Joliet,Main,Illinois,Illinois
Male,86,1934,9,8,36,1934-9-8,Jacob,Garrison,Garden Grove,Sixth,California,California
Male,27,1993,1,28,79,1993-1-28,Eugene,Ryan,Atlanta,Lake,Georgia,Georgia
Female,88,1932,10,5,41,1932-10-5,Stephanie,Brady,Long Beach,Pine,California,California
Male,63,1957,12,1,85,1957-12-1,William,Calhoun,Omaha,Oak,Nebraska,Nebraska
Female,88,1932,2,9,26,1932-2-9,Pamela,Chen,Tacoma,Main,Washington,Washington
Female,42,1978,1,22,44,1978-1-22,Danielle,Castaneda,Henderson,Maple,Nevada,Nevada
Female,50,1970,1,19,20,1970-1-19,Doris,Carney,Chula Vista,View,California,California
Male,57,1963,10,1,94,1963-10-1,Bruce,Alford,Montgomery,Pine,Alabama,Alabama
Male,83,1937,3,19,9,1937-3-19,Richard,Love,Oakland,Ninth,California,California
Male,68,1952,3,31,28,1952-3-31,Albert,Wooten,Killeen,Pine,Texas,Texas
Female,37,1983,11,17,61,1983-11-17,Kathleen,Wood,Detroit,Third,Michigan,Michigan
Female,80,1940,9,15,76,1940-9-15,Diana,Ayala,Grand Prairie,Lake,Texas,Texas
Male,85,1935,2,17,75,1935-2-17,Matthew,Kidd,Ontario,Seventh,California,New Hampshire
Female,70,1950,2,18,89,1950-2-18,Donna,Cote,Sioux Falls,Fourth,South Dakota,South Dakota
Male,59,1961,5,20,89,1961-5-20,Donald,Garrison,Port St. Lucie,Maple,Florida,Florida
Female,20,2000,6,1,37,2000-6-1,Jennifer,Delaney,New Orleans,Second,Louisiana,Louisiana
Male,38,1982,3,7,56,1982-3-7,Jeremy,Battle,Gilbert,Washington,Arizona,Arizona
Male,24,1996,12,27,73,1996-12-27,Richard,Roberts,Chandler,Park,Arizona,Arizona
Male,59,1961,8,11,42,1961-8-11,Charles,Lara,Metairie,Maple,Louisiana,Louisiana
Female,21,1999,1,17,67,1999-1-17,Natalie,Goff,Irving,Fourth,Texas,Texas
Female,69,1951,6,8,94,1951-6-8,Joan,Leach,San Francisco,Hill,California,California
Female,26,1994,12,9,24,1994-12-9,Laura,Wynn,Tallahassee,Second,Florida,Florida
Male,29,1991,1,17,46,1991-1-17,Timothy,Flowers,Fort Wayne,Pine,Indiana,Indiana
Female,42,1978,11,28,79,1978-11-28,Samantha,Dodson,Arlington,View,Texas,Texas
